userId,jokeId,rating
16,32,9.938
16,101,-9.875
16,54,-0.188
16,31,9.938
16,89,1.312
16,42,-5.375
16,49,2.844
16,34,5.531
16,46,-10
16,66,-7.031
16,26,-9.688
16,98,2.656
16,39,-10
16,93,-10
16,61,-3.5
16,62,-9.938
16,91,8.438
16,56,-9.906
16,68,-9.438
16,87,9.906
16,80,3.031
16,78,-9.031
16,96,-0.219
16,22,-8.875
16,25,-9.375
16,92,-0.094
16,40,-5.031
16,48,-9.531
16,88,-6.312
16,52,-8.688
16,70,-4.438
16,73,-4.531
16,95,-1.719
16,97,9.969
16,75,8.094
16,47,-8.969
16,38,-5.188
16,28,2.531
16,45,-9.25
16,85,-7.812
16,94,-3.156
16,51,-9.906
16,23,-8.875
16,77,1.781
16,55,-4.875
16,82,-5.125
16,79,-9.312
16,41,-6.812
16,86,-6.875
16,99,-4.656
16,63,1
16,84,-9.844
16,60,2.688
16,90,-9.781
16,43,-5.375
16,30,-9.781
16,64,-9.438
16,67,-8.25
16,24,-9.031
16,59,-7.281
16,33,-8.438
16,74,-9.625
16,71,-9.906
16,37,-9.656
16,44,-8.375
16,57,-7.281
16,58,-9.906
16,102,8.031
16,109,-9.812
16,106,5.781
16,105,-2.219
16,110,-5.656
16,117,1.938
16,118,3.156
16,119,1.281
16,111,2.375
17,5,6.281
17,7,8.156
17,8,9.938
17,13,-8.969
17,15,-8.375
17,16,-9.844
17,17,10
17,18,0.094
17,19,6.719
17,20,10
17,117,8.031
17,118,-2.719
17,119,9
17,120,2.75
17,24,9.656
17,50,6.625
17,29,9.281
17,35,10
17,89,8.906
17,32,9.375
17,36,9.688
17,27,9.938
17,49,10
17,62,5.125
17,21,3.438
17,53,8.812
17,66,8.406
17,54,-0.062
17,72,6.938
17,69,0.844
17,48,9.312
17,68,0.094
17,31,-0.156
17,65,7.969
17,61,5.656
17,76,2.719
17,93,-0.031
17,38,5.344
17,42,5.938
17,88,-8.156
17,81,5.25
17,56,-9.812
18,5,-0.438
18,7,-7.344
18,8,2.375
18,13,-2.281
18,15,-7.75
18,16,-4.562
18,17,-5.531
18,18,-2.25
18,19,-3.531
18,20,-7.312
18,95,6.156
18,99,3.938
18,110,4.531
18,111,1.312
18,112,3.562
18,50,2
18,27,2.594
18,36,2.969
18,89,2.5
18,35,0
18,113,1.469
18,114,4.312
18,29,-1.062
18,32,1.219
18,53,-5.344
18,72,0.406
18,65,4.531
18,49,2.938
18,86,-0.125
18,90,-0.125
18,21,0.156
18,62,0.969
18,69,0.75
18,68,0.75
18,66,-0.406
18,92,2.188
19,5,-8.906
19,7,-3.719
19,8,-6.125
19,13,5.219
19,15,8.5
19,16,4.406
19,17,0.625
19,18,1.969
19,19,3.5
19,20,4.75
19,112,4.562
19,113,6.219
19,114,7.031
19,115,5.844
19,116,6.625
19,50,6.906
22,5,6.312
22,7,-2.406
22,8,5.469
22,13,-8.625
22,15,-8.406
22,16,-8.25
22,17,4.156
22,18,-9.188
22,19,4.5
22,20,4.844
22,120,6.438
22,33,-5.625
22,37,-9.844
22,41,-9.156
22,44,4.312
22,102,-6.531
22,50,-8.156
22,89,-0.156
22,29,-4.938
22,36,-6.281
22,27,2.844
22,32,4.156
22,72,6.188
22,35,9.406
22,53,8.344
22,54,3.688
22,49,-5.656
22,76,-3.219
22,66,-0.719
22,62,-9.875
22,69,5.156
22,31,2.656
22,68,-6.875
22,65,-6.875
22,61,-9.219
22,21,3.969
22,83,6.25
22,93,6.438
22,81,6.781
22,87,6.625
22,42,3.188
22,56,5.75
22,91,4.344
22,48,-8.438
22,78,-1.656
22,46,-4.125
22,88,8.812
22,97,-2.594
22,45,1.844
22,101,-0.719
22,100,-4.156
22,39,-4.906
22,26,5.781
22,47,3.438
22,40,-5.188
22,80,7
22,34,5.281
22,96,5.25
22,98,2.312
22,28,-1.094
22,73,5.625
22,77,5.75
22,85,-5.281
22,38,2.625
22,22,-5.156
22,94,5.281
22,95,5.906
22,84,-3.375
22,92,4.5
22,25,-2.531
22,70,-0.375
22,105,-1.75
22,106,7.656
22,108,-8.125
22,109,-6.219
22,82,-5.219
22,104,-5.125
23,5,-0.344
23,7,-9.781
23,8,-7.062
23,13,0.344
23,15,-8.656
23,16,-8.219
23,17,2.219
23,18,3.219
23,19,9.812
23,20,3.719
23,57,-9.688
23,58,8.656
23,64,0.125
23,67,-9.5
23,71,9.75
23,89,9.344
23,62,0.469
23,93,7
23,32,9.75
23,68,9.938
23,72,6.375
23,36,-9.5
23,27,7.406
23,76,-8.969
23,50,8.625
23,96,7.312
23,35,9.219
23,66,9.25
23,91,9.625
23,87,8.375
23,92,-6.375
24,5,4.281
24,7,-4.625
24,8,-3.625
24,13,2.906
24,15,-2.188
24,16,-2
24,17,6.094
24,18,-3.5
24,19,3.344
24,20,-1.625
24,74,3.812
24,110,3.094
24,111,6.156
24,112,5.844
24,113,6.375
24,105,5.156
25,5,-2.344
25,7,-1.906
25,8,-2.219
25,13,-4.656
25,15,-7.594
25,16,-1.344
25,17,-0.906
25,18,-9.375
25,19,-9.375
25,20,-7.562
25,114,3.281
25,115,5.5
25,116,8.5
25,117,2.031
25,118,-6.094
25,108,6.625
25,106,7.219
25,104,2.344
25,109,0.469
25,107,-6.219
25,50,6.375
25,72,2.781
25,53,2.656
25,29,-3.062
25,89,0.938
25,27,-0.188
25,76,1.719
25,36,-3.906
25,83,1.812
25,35,-3.188
25,65,-3.219
25,21,3.875
25,32,-0.344
25,42,3.312
25,69,6.312
25,31,2.5
25,49,5.281
25,66,1.156
25,81,-4.781
25,54,1.812
25,105,-7.188
25,80,1.281
25,68,4.562
25,93,5
25,87,3.656
25,62,7.469
25,98,4.062
25,34,-3
25,101,-3.156
25,91,2.625
25,100,4.594
25,56,4.469
25,26,5.031
25,61,2.531
25,73,2.094
25,78,2.562
25,88,-1.781
25,46,1.031
25,39,7.344
25,48,9.312
25,92,-3.188
25,47,5
25,97,-0.844
25,22,0.781
25,70,-1.062
25,96,-0.062
25,75,3.156
25,77,2.562
25,28,4
25,25,1.25
25,38,-3.594
25,52,3
25,40,4.219
25,85,3.75
25,95,-9.094
25,79,3.312
25,82,2.406
25,55,0.531
25,23,0.594
25,94,2.75
25,45,-2.469
25,51,1.844
25,84,3.719
25,86,2.031
25,99,1.812
25,63,3.844
25,43,-0.281
25,90,5.719
25,74,1.781
25,67,2.156
25,30,1.625
25,71,-1.938
25,41,2.125
25,60,-2.375
25,64,-3.438
25,59,-1.25
25,24,-3.188
25,33,-4.125
25,37,-5.281
25,44,-6.719
25,57,0.781
25,58,-2.969
25,102,-1.75
25,103,0.562
25,110,0.812
25,113,-0.219
25,120,0.219
25,112,1.719
25,111,0.969
25,119,3.656
26,5,5.125
26,7,-8.281
26,8,4
26,13,-0.875
26,15,8.812
26,16,7
26,17,4.438
26,18,-8.562
26,19,1.281
26,20,-8.594
26,114,2.344
26,115,-5.812
26,116,2.375
26,117,-5.219
26,118,-5.219
26,50,-6.5
27,5,1.844
27,7,-6.844
27,8,4.438
27,13,-6.125
27,15,3.438
27,16,-7.188
27,17,8.531
27,18,-7.062
27,19,9.812
27,20,-8.188
27,119,9.5
27,120,-7.781
27,24,-3.344
27,33,-6.938
27,37,-7.438
27,50,6.031
28,5,-9.844
28,7,3.875
28,8,6.406
28,13,-6.406
28,15,-6.5
28,16,-3.219
28,17,5.094
28,18,5.094
28,19,1.969
28,20,5.031
28,41,6.375
28,43,7.406
28,44,1.375
28,51,-3.375
28,57,-7.594
28,108,7.75
28,89,8.938
28,50,8.875
28,32,3.281
28,36,9.5
29,5,-9.094
29,7,-6.562
29,8,-8.094
29,13,1.844
29,15,-3.688
29,16,-4.031
29,17,-9.812
29,18,2.938
29,19,4
29,20,3.125
29,58,-4.344
29,59,3.281
29,60,4.906
29,63,6.688
29,64,-7.438
29,89,7.656
29,62,-5.844
29,66,-5.875
29,32,6.719
29,93,6.906
29,72,1.438
29,68,7.094
29,36,3.188
29,96,-3.75
29,76,-5.594
29,91,-4.031
29,88,2.719
33,5,-9.281
33,7,-9.281
33,8,-9.375
33,13,-9.344
33,15,-9.469
33,16,-9.469
33,17,-9.531
33,18,-9.406
33,19,-9.281
33,20,-9.281
33,67,-8.594
33,71,-8.875
33,74,-8.875
33,75,-8.844
33,79,-8.25
33,108,-4.75
33,107,-7.375
33,102,-7.969
33,103,-8.344
33,76,-8.312
33,50,-8.281
33,104,-7.469
33,89,-7.75
33,32,-7.812
33,83,-8.062
33,53,-8.125
33,109,-7.906
33,27,-8
33,66,-7.938
33,36,-7.469
33,29,-7.719
33,72,-8.031
33,65,-7.875
33,69,-8.094
33,35,-8.062
33,21,-8.031
33,105,-7.812
33,93,-8.125
33,54,-3.562
33,42,-2.625
33,31,-3.844
33,68,-3.25
33,49,-3.531
33,62,-2.344
33,88,-0.094
33,87,0.281
33,34,0.688
33,98,0.156
33,26,-0.344
33,92,0.344
33,91,0.406
33,61,-0.094
33,56,-0.125
33,80,-0.125
33,81,-0.125
33,47,-2.562
33,97,-2.438
33,96,-2.438
33,28,0.156
33,78,0.031
33,48,0.5
33,39,0.344
33,46,0.344
33,77,0.562
33,101,0.406
33,100,0.594
33,73,1.219
33,95,0.344
33,70,0.469
33,22,1.688
33,38,0.906
33,25,1
33,45,1.125
33,40,1.375
33,55,1.406
33,23,1.656
33,52,0.562
33,84,0.719
33,106,0.75
33,94,0.281
33,85,0.438
33,63,1.031
33,82,1.656
33,90,0.875
33,86,1.219
33,30,1.969
33,51,1.656
33,99,1.875
33,59,2.281
33,43,2.469
33,60,2.531
33,24,2.5
33,33,1.219
33,41,1.5
33,37,1.938
33,64,0.219
33,57,-0.094
33,44,-0.375
33,58,0.906
33,115,0.281
33,110,0.438
33,112,0.531
33,119,0.281
33,118,0.25
33,113,0.562
33,116,0.594
33,114,0.406
33,120,0.594
34,5,9.875
34,7,9.719
35,5,-4.188
35,7,5.156
35,8,-3.688
35,13,7.281
35,15,-4.188
37,5,-6.469
37,7,4.438
37,8,-7.125
37,13,3.875
37,15,-3.375
37,16,-4.969
37,17,2.562
37,18,-4.125
37,19,-5.438
37,20,-6.156
37,111,-6.531
37,117,-8.281
37,67,-7.156
37,71,-5.938
37,74,-5
37,50,6.281
37,29,-0.156
37,36,5.844
37,27,-0.281
37,106,-3
37,21,-3.719
37,72,-3.844
37,35,3.438
37,32,-3.406
37,53,-5.844
37,65,-0.469
38,5,-4.969
38,7,-0.438
38,8,0.812
38,13,0.906
38,15,-0.656
38,16,6.125
38,17,2.531
38,18,3.719
38,19,1.344
38,20,1.062
38,75,1.156
38,79,1.344
38,86,5.781
38,90,4.812
38,99,2.312
39,5,-8
39,7,-8.406
39,8,-7.906
39,13,-8.375
39,15,-8.406
39,16,0.938
39,17,-7.719
39,18,-4.375
40,5,9.688
40,7,9.719
40,8,8.875
40,13,-1.125
40,15,-9.594
40,16,-9.312
40,17,-8.781
40,18,-7.906
40,19,-4
40,20,-0.938
40,107,2.312
40,110,4.25
40,111,5.469
40,112,6.406
40,113,7.156
40,105,9.562
40,50,9.875
40,29,8.812
40,36,7.562
40,27,6.875
40,89,5.438
40,35,0.625
40,32,-2.781
40,53,-3.938
40,54,-5.031
40,21,-6.562
40,31,-6.906
40,72,-7.25
40,65,-8.094
40,83,-8.094
40,49,-8.438
40,81,-8.844
40,69,-9.344
40,66,-9.562
40,62,-1.156
40,42,-4.625
40,61,4.531
40,76,5.219
40,93,6.125
40,101,8.594
40,100,8.656
40,88,9.312
40,68,9.531
40,46,9.906
40,40,3.75
40,87,5.531
40,56,6.344
40,78,9.656
40,48,9.5
40,91,-6.281
40,26,-7.531
40,98,-8.875
40,39,-9.438
40,22,-8.594
40,34,-6.25
40,95,1.719
40,85,1.906
40,45,2.031
40,38,2.031
40,97,2.375
40,73,2.719
40,94,3.312
40,25,3.781
40,96,4.438
40,80,5.75
40,28,6.625
40,47,8.156
40,104,9.969
40,103,9.281
40,106,-6.875
40,108,-7.469
40,109,-8.875
40,82,-9.656
40,77,-9.031
40,55,-8.5
40,92,-4.531
40,60,-3.25
40,84,-3.25
40,52,-1.344
40,41,0.344
41,5,8.594
41,7,9.844
41,8,9.969
41,13,-8.969
41,15,-9.781
41,16,-0.25
41,17,9.781
41,18,9.188
41,19,9.656
41,20,9.25
41,114,9.781
41,115,9.75
41,116,9.625
41,117,-9.531
41,118,8.75
41,109,9.531
41,102,9.781
41,62,9.812
41,50,-9.781
41,32,9.875
41,36,9.906
41,35,8.719
41,66,9.656
41,49,9.906
41,27,9.906
41,53,9.906
41,68,9.75
41,89,9.844
41,76,9.906
41,21,9.969
41,29,9.531
41,69,9.906
41,48,9.75
41,72,-4.094
41,28,-9.438
41,38,9.656
41,54,9.781
41,42,9.812
41,56,9.906
41,93,9.75
41,78,9.812
41,104,9.688
41,61,8.875
41,97,8.938
41,91,9.375
41,83,9.719
41,87,9.469
41,31,9.531
41,96,9.969
41,88,9.656
41,65,9.656
41,95,9.906
41,22,9.875
41,47,9.719
41,94,9.812
41,81,9.875
41,92,9.906
41,40,9.906
41,46,9.875
41,82,9.844
41,39,9.906
41,45,9.812
41,26,9.844
41,73,9.844
41,34,9.469
41,80,9.344
41,84,9.781
41,77,9.781
41,25,9.625
41,23,9.906
41,119,9.562
41,120,9.594
41,70,9.812
41,90,9.594
41,63,9.875
41,85,8.625
41,101,8.031
41,52,-8.844
41,55,-0.469
41,100,0.906
41,99,9.75
41,86,9.75
41,30,9.781
41,41,9.781
41,57,9.5
41,58,9.562
41,98,9.969
41,59,9.938
41,60,-7.312
41,67,9.875
41,79,9.781
41,64,9.562
41,71,9.719
41,43,9.844
41,103,9.938
41,75,9.938
41,51,9.875
41,33,9.688
41,74,9.906
41,106,9.75
41,24,9.719
41,37,9.781
41,44,9.75
42,5,-6.562
42,7,-6.344
42,8,-1.781
42,13,1.062
42,15,0.438
42,16,-4
42,17,9.75
42,18,-2.375
42,19,9.031
42,20,4.25
42,114,6.062
42,115,9.688
42,116,9.781
42,117,9.781
42,118,7.75
42,89,9.438
42,50,8.844
42,29,5.469
42,32,9.219
42,36,9.344
42,27,6.844
43,5,-1.938
43,7,-0.812
43,8,0.156
43,13,-0.125
43,15,4.438
43,16,3.156
43,17,0.438
43,18,2
43,19,1.406
43,20,-3.688
43,119,0.75
43,120,5.5
43,23,3.156
43,24,4.75
43,30,5.406
43,108,2.625
43,89,5.562
43,50,6.219
43,32,4.875
43,36,5.906
44,5,0.312
44,7,-3.344
44,8,2.062
44,13,2.719
44,15,3.719
44,16,3.812
44,17,0.219
44,18,4.094
45,5,-3.156
45,7,2.719
45,8,1.094
45,13,-1.531
45,15,-9.312
45,16,-4.062
45,17,6.875
45,18,1.375
45,19,6.219
45,20,1.844
45,33,-3.469
45,37,-1.25
45,40,2.656
45,41,0.562
45,43,2.812
45,50,-1.281
46,5,6.469
46,7,-6.781
46,8,8.625
46,13,-8.062
46,15,-4.156
46,16,2.094
46,17,3.719
46,18,-1.688
46,19,4.625
46,20,5.375
46,44,6.75
46,51,3.094
46,52,1.719
46,55,7.094
46,57,8.031
46,89,7.531
46,50,2.469
46,36,7.875
46,32,9.875
46,27,9.156
46,62,9.562
46,35,9.469
46,53,9.531
46,29,-1.5
46,66,9.031
46,49,3.156
46,93,9.031
46,69,9.219
46,54,9.938
46,68,9.938
46,72,5.812
46,76,9.719
46,91,9.938
46,48,8.531
46,61,9.875
46,42,-3.75
46,56,8.531
46,28,7.906
46,21,0.906
46,88,9.781
46,65,9.969
46,38,9.719
46,31,4.188
46,97,9.844
46,96,8.469
46,83,8.312
46,81,7.906
46,26,7.438
46,47,9.812
46,22,7.062
46,92,9.969
46,45,5.75
46,39,0.125
46,40,8.938
46,87,9.969
46,78,2.688
46,94,5.844
46,95,9.969
46,46,-4.656
46,63,7.312
46,34,6.969
46,84,4.344
46,82,6.344
46,23,9.906
46,25,0.875
46,70,6.562
46,86,7.281
46,90,7.094
46,80,9.969
46,77,4.156
46,121,-0.062
46,106,8.719
46,127,-4.062
46,126,6.188
46,104,4.312
46,101,2.812
46,103,3.531
46,129,3.469
46,125,3.031
46,117,5.688
46,111,6.438
46,109,6.75
46,122,7.125
46,123,8.531
46,114,9.125
46,119,8.906
46,110,7.219
46,115,6.781
46,59,6.219
46,124,5.281
46,131,6.719
46,113,5.719
46,130,0.406
46,108,4.812
46,128,5.656
46,60,6.406
46,132,7.094
46,133,4.094
46,67,8.594
46,107,6.125
46,134,9.219
46,135,6.812
46,136,5.906
46,137,8.469
46,138,-1.688
46,139,-2.25
46,140,6.969
46,141,6.844
46,142,7.906
46,143,9.156
46,144,7.406
46,145,8.5
46,146,7.219
46,147,6.562
46,148,6.938
46,149,6.781
46,150,8.75
46,37,1.656
